Id,Name,2026-09-01 23:12:37,2026-09-02 08:21:34,2026-09-02 22:38:04,2026-09-03 08:20:10,2026-09-03 22:37:11,2026-09-04 08:17:27,2026-09-04 22:31:05,2026-09-05 08:04:23,2026-09-05 21:36:57,2026-09-06 07:50:42,2026-09-06 21:53:42,2026-09-07 07:56:38,2026-09-08 00:05:14,2026-09-08 08:28:29,2026-09-08 22:34:25,2026-09-09 08:27:06,2026-09-09 22:45:16,2026-09-10 08:13:29,2026-09-10 22:37:06,2026-09-11 08:11:29,2026-09-11 22:32:46,2026-09-12 08:15:18,2026-09-12 21:53:47,2026-09-13 08:01:36,2026-09-13 22:51:39,2026-09-14 08:09:04,2026-09-15 00:55:59,2026-09-15 08:53:59,2026-09-15 23:22:45,2026-09-16 08:37:08,2026-09-16 23:15:59,2026-09-17 08:42:24,2026-09-17 23:19:01,2026-09-18 08:32:15,2026-09-18 22:35:36,2026-09-19 08:15:11,2026-09-19 22:08:03,2026-09-20 07:52:21,2026-09-20 22:38:29,2026-09-21 08:13:13,2026-09-22 00:53:39,2026-09-22 09:02:42,2026-09-22 23:06:36,2026-09-23 08:37:42,2026-09-23 23:15:55,2026-09-24 08:35:01,2026-09-24 23:14:51,2026-09-25 08:55:14,2026-09-25 23:37:24,2026-09-26 09:00:01
124259791,ASUS ProArt Display PA16USV (해외구매),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,944,640",0,0,"1,944,610",0,"1,944,490","1,944,470","1,944,370","1,944,350","1,944,250",0,0,0,0,0
122696559,ASUS ProArt Display PA249CGV,"269,000","269,000","269,000","269,000","269,000",0,"269,000","269,000",0,"269,000","269,000","269,000",0,"269,000",0,"269,000","269,000","269,000","269,000","269,000",0,0,0,"269,000",0,0,"269,000",0,"269,000","269,000","269,000","269,000",0,"269,000",0,"269,000",0,0,"269,000",0,"269,000","269,000","269,000","269,000","269,000",0,0,0,0,0
124260109,ASUS ProArt Display PA24US (해외구매),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"642,420",0,0,"642,420",0,"642,420","642,420","642,420","642,420","642,420",0,0,0,0,0
123589579,ASUS ProArt Display PA32UCE,"1,189,310","1,189,290","1,189,270","1,189,260","1,189,260",0,"1,189,260","1,189,250",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,189,020","1,189,020","1,188,990","1,188,980",0,"1,188,450",0,"1,188,450",0,0,"1,188,450",0,"1,199,000","1,199,000","1,198,500","1,198,500","1,198,500",0,0,0,0,0
124260103,ASUS ProArt PA24US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,365,500",0,0,"2,365,500",0,"2,365,500","2,365,500","2,365,500","2,490,000","2,490,000",0,0,0,0,0
122633885,ASUS ProArt PA278CGRV,"439,000","439,000","439,000","439,000","439,000",0,"439,000","439,000",0,"439,000","439,000","395,100",0,"395,100",0,"395,100","395,100","395,100","395,100","395,100",0,0,0,"395,100",0,0,"439,000",0,"439,000","439,000","439,000","439,000",0,"439,000",0,"439,000",0,0,"439,000",0,"439,000","439,000","439,000","439,000","439,000",0,0,0,0,0
20580923,ASUS ProArt PA278CGV,"863,040","863,040","863,040","863,040","863,040",0,"863,040","863,040",0,"863,040","863,040","863,040",0,"863,040",0,"863,040","863,040","863,040","863,040","863,040",0,0,0,"863,040",0,0,"863,040",0,"863,040","863,040","863,040","863,040",0,"863,040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98544158,ASUS ProArt PA278QGV,"298,980","298,980","298,980","298,970","298,970",0,"298,950","298,940",0,"298,920","298,910","298,910",0,"298,890",0,"298,890","298,890","298,880","298,860","298,860",0,0,0,"298,840",0,0,"298,830",0,"298,810","298,800","298,800","298,790",0,"299,000",0,"299,000",0,0,"299,000",0,"299,000","299,000","299,000","299,000","299,000",0,0,0,0,0
20594576,ASUS ProArt PA279CRV,"688,640","690,000","690,000","690,000","690,000",0,"690,000","690,000",0,"690,000","690,000","690,000",0,"690,000",0,"690,000","690,000","690,000","690,000","690,000",0,0,0,"690,000",0,0,"690,000",0,"690,000","690,000","690,000","690,000",0,"690,000",0,"690,000",0,0,"690,000",0,"690,000","690,000","690,000","690,000","690,000",0,0,0,0,0
72472670,ASUS ProArt PA27JCV,"977,550","1,049,000","1,049,000","1,049,000","1,049,000",0,"1,049,000","1,049,000",0,"1,049,000","1,048,990","1,048,990",0,"1,048,990",0,"1,048,990","1,048,990","1,048,990","1,048,990","1,048,990",0,0,0,"1,048,990",0,0,"1,048,990",0,"1,048,990","1,048,990","1,048,990","1,048,990",0,"1,048,990",0,"1,048,000",0,0,"1,044,000",0,"1,044,000","1,044,000","1,044,000","1,044,000","1,044,000",0,0,0,0,0
94202357,ASUS ProArt PA27UCGE,"1,190,000","1,190,000","1,190,000","1,190,000","1,190,000",0,"1,190,000","1,190,000",0,"1,190,000","1,190,000","1,071,000",0,"1,071,000",0,"1,017,450","1,071,000","1,071,000","1,071,000","1,071,000",0,0,0,"1,071,000",0,0,"1,071,000",0,"1,071,000","1,071,000","1,071,000","1,017,450",0,"1,017,450",0,"856,800",0,0,"856,790",0,"1,071,000","1,071,000","1,017,450","1,071,000","1,190,000",0,0,0,0,0
16785092,ASUS ProArt PA27UCX,"3,257,600","3,257,600","3,257,600","3,257,600","3,257,600",0,"3,257,600","3,257,600",0,"3,257,600","3,257,600","3,257,600",0,"3,257,600",0,"3,257,600","3,257,600","3,257,600","3,257,600","3,257,600",0,0,0,"3,257,600",0,0,"3,257,600",0,"3,257,600","3,257,600","3,257,600","3,257,600",0,"3,257,600",0,"3,257,600",0,0,"3,257,600",0,"3,257,600","3,257,600","3,257,600","3,257,600","3,257,600",0,0,0,0,0
124260544,ASUS ProArt PA27USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,410,500",0,0,"3,410,500",0,"3,410,500","3,410,500","3,410,500","3,590,000","3,590,000",0,0,0,0,0
68788469,ASUS ProArt PA329CRV,"767,470","768,140","768,140","769,000","769,000",0,"769,000","769,000",0,"769,000","769,000","769,000",0,"769,000",0,"730,550","730,550","730,550","730,550","730,550",0,0,0,"730,550",0,0,"730,550",0,"730,550","730,550","730,550","730,550",0,"730,550",0,"553,500",0,0,"553,490",0,"730,550","730,550","730,550","730,550","730,550",0,0,0,0,0
20596064,ASUS ProArt PA329CV,"1,109,990","1,109,990","1,109,990","1,109,990","1,109,990",0,"1,109,990","1,109,990",0,"1,109,990","1,109,990","1,109,990",0,"1,109,990",0,"1,109,990","1,109,990","1,109,990","1,109,990","1,109,990",0,0,0,"1,109,990",0,0,"1,109,990",0,"1,109,990","1,109,990","1,109,990","1,109,990",0,"1,109,990",0,"599,000",0,0,"599,000",0,"599,000","599,000","599,000","599,000","599,000",0,0,0,0,0
102125525,ASUS ProArt PA32KCX,"14,900,000","14,900,000","14,900,000","14,900,000","14,900,000",0,"14,900,000","14,900,000",0,"14,900,000","14,900,000","13,410,000",0,"13,410,000",0,"13,410,000","13,990,000","13,990,000","13,990,000","13,990,000",0,0,0,"13,990,000",0,0,"13,990,000",0,"13,990,000","13,990,000","13,990,000","13,990,000",0,"13,990,000",0,"13,990,000",0,0,"13,990,000",0,"13,990,000","13,990,000","13,990,000","13,990,000","13,990,000",0,0,0,0,0
96313850,ASUS ProArt PA32QCV 6K HDR,"1,890,000","1,890,000","1,890,000","1,890,000","1,890,000",0,"1,890,000","1,890,000",0,"1,890,000","1,890,000","1,701,000",0,"1,701,000",0,"1,701,000","1,701,000","1,701,000","1,701,000","1,701,000",0,0,0,"1,701,000",0,0,"1,701,000",0,"1,701,000","1,701,000","1,615,950","1,615,950",0,"1,615,950",0,"1,360,800",0,0,"1,360,790",0,"1,701,000","1,890,000","1,890,000","1,890,000","1,890,000",0,0,0,0,0
103066427,ASUS ProArt PA32UCDM,"2,590,000","2,590,000","2,590,000","2,590,000","2,590,000",0,"2,590,000","2,590,000",0,"2,590,000","2,590,000","2,590,000",0,"2,590,000",0,"2,590,000","2,590,000","2,590,000","2,590,000","2,590,000",0,0,0,"2,590,000",0,0,"2,590,000",0,"2,590,000","2,590,000","2,590,000","2,590,000",0,"2,590,000",0,"2,331,000",0,0,"2,331,000",0,"2,331,000","2,331,000","2,331,000","2,590,000","2,590,000",0,0,0,0,0
124260530,ASUS ProArt PA32UCDMR-K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,555,500",0,0,"2,555,500",0,"2,555,500","2,555,500","2,555,500","2,690,000","2,690,000",0,0,0,0,0
16785434,ASUS ProArt PA32UCG-K,"4,990,000","4,990,000","4,990,000","4,990,000","4,990,000",0,"4,990,000","4,990,000",0,"4,990,000","4,990,000","4,990,000",0,"4,990,000",0,"4,990,000","4,990,000","4,990,000","4,990,000","4,990,000",0,0,0,"4,990,000",0,0,"4,990,000",0,"4,990,000","4,990,000","4,990,000","4,990,000",0,"4,990,000",0,"4,990,000",0,0,"4,990,000",0,"4,990,000","4,990,000","4,990,000","4,990,000","4,990,000",0,0,0,0,0
16785803,ASUS ProArt PA32UCX-PK,"4,290,000","4,290,000","4,290,000","4,290,000","4,290,000",0,"4,290,000","4,290,000",0,"4,290,000","4,290,000","4,290,000",0,"4,290,000",0,"4,290,000","4,290,000","4,290,000","4,290,000","4,290,000",0,0,0,"4,290,000",0,0,"4,290,000",0,"4,290,000","4,290,000","4,290,000","4,290,000",0,"4,290,000",0,"4,290,000",0,0,"4,290,000",0,"4,290,000","4,290,000","4,290,000","4,290,000","4,290,000",0,0,0,0,0
124260580,ASUS ProArt PA32USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,600,500",0,0,"3,600,500",0,"3,600,500","3,600,500","3,600,500","3,790,000","3,790,000",0,0,0,0,0
93017054,ASUS ROG STRIX OLED XG27ACDMS QHD 280 게이밍,"768,980","768,980","768,980","768,980","768,980",0,"768,980","768,980",0,"768,980","768,980","768,980",0,"768,990",0,"768,990","768,990","768,990","768,990","768,990",0,0,0,"768,990",0,0,"768,490",0,"768,490","758,000","758,000","758,000",0,"758,000",0,"757,500",0,0,"753,610",0,"758,000","758,000","758,000","758,000","757,990",0,0,0,0,0
68781929,ASUS ROG STRIX OLED XG27ACDNG,"1,342,400","1,342,400","1,342,400","1,342,400","1,342,400",0,"1,342,400","1,342,400",0,"1,342,400","1,342,400","1,342,400",0,"1,342,400",0,"1,342,400","1,342,400","1,342,400","1,342,400","1,342,400",0,0,0,"1,342,400",0,0,"1,342,400",0,"1,342,400","1,342,400","1,342,400","1,342,400",0,"1,342,400",0,"1,565,000",0,0,"1,565,000",0,"1,565,000","1,565,000","1,565,000","1,565,000","1,565,000",0,0,0,0,0
123589440,ASUS ROG STRIX OLED XG27AQDMES,"619,000","619,000","619,000","619,000","619,000",0,"619,000","619,000",0,"619,000","619,000","619,000",0,"619,000",0,"619,000","619,000","619,000","619,000","619,000",0,0,0,"619,000",0,0,"619,000",0,"619,000","619,000","619,000","619,000",0,"619,000",0,"619,000",0,0,"619,000",0,"619,000","619,000","619,000","619,000","619,000",0,0,0,0,0
57289790,ASUS ROG STRIX OLED XG27AQDMG,"987,500","987,500","987,500","987,500","987,500",0,"987,500","987,500",0,"691,250","691,250","691,250",0,"987,500",0,"987,500","987,500","987,500","987,500","987,500",0,0,0,"789,990",0,0,"987,500",0,"987,500","987,500","987,500","987,500",0,"987,500",0,"987,500",0,0,"987,500",0,"987,500","987,500","987,500","987,500","987,500",0,0,0,0,0
93020726,ASUS ROG STRIX OLED XG27AQDPG QHD 500 게이밍,"1,670,000","1,619,900","1,619,900","1,619,900","1,619,900",0,"1,619,900","1,619,900",0,"1,619,900","1,619,900","1,619,900",0,"1,619,900",0,"1,619,900","1,619,900","1,619,900","1,619,900","1,619,900",0,0,0,"1,619,900",0,0,"1,699,000",0,"1,699,000","1,699,000","1,699,000","1,699,000",0,"1,699,000",0,"1,647,000",0,0,"1,646,990",0,"1,699,000","1,699,000","1,699,000","1,699,000","1,699,000",0,0,0,0,0
124224976,ASUS ROG STRIX OLED XG27UQDMS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,490,000","1,490,000","1,490,000","1,490,000",0,"1,490,000",0,"1,490,000",0,0,"1,490,000",0,"1,490,000","1,490,000","1,490,000","1,490,000","1,490,000",0,0,0,0,0
96986927,ASUS ROG STRIX OLED XG32UCWG,"1,187,640","1,189,850","1,189,500","1,189,500","1,189,500",0,"1,189,500","1,189,500",0,"1,189,500","1,189,500","1,189,500",0,"1,189,500",0,"1,189,500","1,189,500","1,189,500","1,189,500","1,189,500",0,0,0,"1,189,500",0,0,"1,189,500",0,"1,189,500","1,189,500","1,189,500","1,189,500",0,"1,189,500",0,"1,189,000",0,0,"1,189,000",0,"1,189,000","1,189,000","1,189,000","1,189,000","1,189,000",0,0,0,0,0
124225033,ASUS ROG STRIX OLED XG32UQDMS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,690,000","1,690,000","1,690,000","1,690,000",0,"1,690,000",0,"1,690,000",0,0,"1,690,000",0,"1,690,000","1,690,000","1,690,000","1,690,000","1,690,000",0,0,0,0,0
122696453,ASUS ROG STRIX Pulsar XG27AQNGV,"798,990","798,980","798,980","798,980","798,960",0,"798,950","798,950",0,"798,950","798,950","798,920",0,"798,900",0,"798,870","798,870","798,870","798,850","798,840",0,0,0,"798,820",0,0,"798,790",0,"798,790","798,790","798,770","799,000",0,"799,000",0,"621,900",0,0,"621,890",0,"799,000","799,000","799,000","799,000","799,000",0,0,0,0,0
98771066,ASUS ROG STRIX XG248QSG ACE,"1,589,500","1,589,500","1,589,500","1,589,500","1,589,500",0,"1,589,500","1,589,500",0,"1,589,500","1,589,500","1,589,500",0,"1,589,500",0,"1,589,500","1,589,500","1,589,500","1,589,500","1,589,500",0,0,0,"1,589,000",0,0,"1,589,000",0,"1,589,000","1,589,000","1,589,000","1,589,000",0,"1,589,000",0,"1,589,000",0,0,"1,589,000",0,"1,588,500","1,588,500","1,588,500","1,588,500","1,588,500",0,0,0,0,0
93016850,ASUS ROG STRIX XG259CS FHD Fast IPS 180 게이밍,"189,040","189,040","189,040","189,040","189,040",0,"189,040","189,040",0,"189,040","189,040","189,040",0,"199,000",0,"199,000","199,000","199,000","199,000","199,000",0,0,0,"199,000",0,0,"199,000",0,"199,000","199,000","199,000","199,000",0,"199,000",0,"198,500",0,0,"198,500",0,"198,500","198,500","198,500","198,500","198,500",0,0,0,0,0
92891591,ASUS ROG STRIX XG259QNS,"598,500","598,500","598,500","598,500","598,500",0,"598,500","598,500",0,"598,500","598,500","598,500",0,"598,500",0,"598,500","598,500","598,500","598,500","598,500",0,0,0,"598,500",0,0,"598,500",0,"598,500","598,500","598,500","598,500",0,"598,500",0,"598,500",0,0,"598,000",0,"598,000","598,000","598,000","598,000","598,000",0,0,0,0,0
92891333,ASUS ROG STRIX XG259QNS-W,"598,500","598,500","598,500","598,500","598,500",0,"598,500","598,500",0,"598,500","598,500","598,500",0,"598,500",0,"598,500","598,500","598,500","598,500","598,500",0,0,0,"598,500",0,0,"598,500",0,"598,500","598,500","598,500","598,500",0,"598,500",0,"598,500",0,0,"598,000",0,"598,000","598,000","598,000","598,000","598,000",0,0,0,0,0
92891525,ASUS ROG STRIX XG279CNS,"438,980","438,980","438,980","438,980","438,980",0,"438,980","438,980",0,"438,980","438,980","438,980",0,"439,000",0,"439,000","439,000","439,000","439,000","439,000",0,0,0,"439,000",0,0,"439,000",0,"439,000","439,000","439,000","439,000",0,"439,000",0,"439,000",0,0,"439,000",0,"439,000","439,000","439,000","439,000","439,000",0,0,0,0,0
99639305,ASUS ROG STRIX XG27ACMEG,"325,690","325,690","325,690","325,690","325,690",0,"325,690","325,690",0,"325,690","325,690","325,690",0,"325,690",0,"325,690","325,690","325,690","325,690","325,690",0,0,0,"325,690",0,0,"325,690",0,"325,690","325,690","329,000","329,000",0,"329,000",0,"237,600",0,0,"237,590",0,"309,000","309,000","309,000","309,000","309,000",0,0,0,0,0
98771594,ASUS ROG STRIX XG27ACMES,"299,000","299,000","299,000","299,000","299,000",0,"299,000","299,000",0,"299,000","298,990","298,990",0,"298,990",0,"298,990","298,990","298,990","298,990","298,990",0,0,0,"298,990",0,0,"298,980",0,"298,990","298,990","298,990","298,990",0,"299,000",0,"216,000",0,0,"215,990",0,"299,000","299,000","299,000","299,000","299,000",0,0,0,0,0
103414418,ASUS ROG STRIX XG27ACMES-W,"299,000","299,000","299,000","299,000","299,000",0,"299,000","299,000",0,"299,000","299,000","298,990",0,"298,990",0,"298,990","298,990","298,990","298,990","298,990",0,0,0,"298,990",0,0,"298,980",0,"298,990","298,990","298,990","298,990",0,"299,000",0,"299,000",0,0,"299,000",0,"299,000","299,000","299,000","299,000","299,000",0,0,0,0,0
38704214,ASUS ROG STRIX XG27ACS,"299,000","299,000","299,000","299,000","299,000",0,"299,000","299,000",0,"299,000","299,000","299,000",0,"299,000",0,"299,000","299,000","299,000","299,000","299,000",0,0,0,"299,000",0,0,"299,000",0,"299,000","299,000","299,000","299,000",0,"299,000",0,"299,000",0,0,"299,000",0,"299,000","299,000","299,000","299,000","299,000",0,0,0,0,0
122720808,ASUS ROG STRIX XG27ACS Gen2 (XG27ACSR),"250,710","269,000","269,000","269,000","269,000",0,"269,000","269,000",0,"269,000","269,000","269,000",0,"269,000",0,"269,000","269,000","269,000","269,000","269,000",0,0,0,"269,000",0,0,"269,000",0,"269,000","268,990","268,990","268,990",0,"269,000",0,"269,000",0,0,"269,000",0,"269,000","269,000","269,000","269,000","269,000",0,0,0,0,0
63272138,ASUS ROG STRIX XG27ACS-W,"319,000","319,000","319,000","319,000","319,000",0,"319,000","319,000",0,"319,000","319,000","319,000",0,"319,000",0,"319,000","319,000","319,000","319,000","319,000",0,0,0,"319,000",0,0,"319,000",0,"319,000","319,000","319,000","319,000",0,"319,000",0,"319,000",0,0,"319,000",0,"319,000","319,000","319,000","319,000","319,000",0,0,0,0,0
123589540,ASUS ROG STRIX XG27ACS-W Gen2 (XG27ACSR-W),"279,000","279,000","279,000","279,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"279,000","279,000","279,000","279,000",0,"279,000",0,"201,600",0,0,"201,590",0,"279,000","279,000","279,000","279,000","279,000",0,0,0,0,0
20598644,ASUS ROG STRIX XG27AQMR,"810,840","810,840","810,840","810,840","810,840",0,"810,840","810,840",0,"810,840","810,840","810,840",0,"810,840",0,"810,840","810,840","810,840","810,840","810,840",0,0,0,"810,840",0,0,"810,840",0,"810,840","810,840","810,840","810,840",0,"810,840",0,"888,990",0,0,"888,990",0,"888,990","888,990","888,990","888,990","888,990",0,0,0,0,0
109682624,ASUS ROG STRIX XG27AQWMG,"999,000","999,000","999,000","999,000","999,000",0,"999,000","999,000",0,"999,000","999,000","999,000",0,"999,000",0,"999,000","999,000","999,000","999,000","999,000",0,0,0,"999,000",0,0,"999,000",0,"999,000","999,000","999,000","999,000",0,"999,000",0,"720,000",0,0,"719,990",0,"999,000","999,000","999,000","999,000","999,000",0,0,0,0,0
109595921,ASUS ROG STRIX XG27JCG 듀얼모드 5K,"1,049,000","1,049,000","1,049,000","1,049,000","1,049,000",0,"1,049,000","1,048,990",0,"1,049,000","1,049,000","1,048,990",0,"1,049,000",0,"1,049,000","1,049,000","1,049,000","1,049,000","1,049,000",0,0,0,"1,048,980",0,0,"1,048,960",0,"1,048,950","1,048,940","1,048,920","1,048,920",0,"1,049,000",0,"1,049,000",0,0,"1,049,000",0,"1,049,000","1,049,000","1,049,000","1,049,000","1,049,000",0,0,0,0,0
74115461,ASUS ROG STRIX XG27UCG,"498,980","498,980","498,980","498,980","498,980",0,"498,980","498,980",0,"498,980","498,980","498,980",0,"498,990",0,"498,990","498,990","498,990","498,990","498,990",0,0,0,"498,990",0,0,"494,000",0,"494,000","494,000","494,000","494,000",0,"494,010",0,"360,000",0,0,"359,990",0,"494,010","494,010","494,010","494,010","494,000",0,0,0,0,0
74115476,ASUS ROG STRIX XG27UCG-W,"499,000","499,000","499,000","499,000","499,000",0,"499,000","499,000",0,"499,000","499,000","499,000",0,"499,000",0,"499,000","499,000","499,000","499,000","499,000",0,0,0,"499,000",0,0,"499,000",0,"499,000","499,000","499,000","499,000",0,"499,000",0,"367,200",0,0,"367,190",0,"499,000","499,000","499,000","499,000","499,000",0,0,0,0,0
107770613,ASUS ROG STRIX XG27UCGR,"558,900","558,900","558,900","558,900","558,900",0,"558,900","558,900",0,"558,900","558,900","558,900",0,"559,000",0,"559,000","559,000","559,000","559,000","559,000",0,0,0,"559,000",0,0,"559,000",0,"558,970","554,090","554,080","554,070",0,"559,000",0,"559,000",0,0,"559,000",0,"559,000","559,000","559,000","559,000","559,000",0,0,0,0,0
93384941,ASUS ROG STRIX XG32UCG 4K UHD Fast IPS 게이밍,"699,000","699,000","699,000","699,000","699,000",0,"699,000","699,000",0,"699,000","699,000","699,000",0,"699,000",0,"699,000","699,000","699,000","699,000","699,000",0,0,0,"699,000",0,0,"1,013,350",0,"1,013,350","890,000","890,000","890,000",0,"890,000",0,"890,000",0,0,"890,000",0,"890,000","890,000","890,000","890,000","890,000",0,0,0,0,0
6222487,ASUS ROG STRIX XG35VQ,"1,357,030","1,357,030","1,357,030","1,357,030","1,357,030",0,"1,357,030","1,357,030",0,"1,357,030","1,357,030","1,357,030",0,"1,357,030",0,"1,357,030","1,357,030","1,357,030","1,357,030","1,357,030",0,0,0,"1,357,030",0,0,"1,357,030",0,"1,357,030","1,357,030","1,357,030","1,357,030",0,"1,357,030",0,"1,398,990",0,0,"1,398,990",0,"1,398,990","1,398,990","1,398,990","1,398,990","1,398,990",0,0,0,0,0
7685272,ASUS ROG STRIX XG49VQ,"1,190,000","1,190,000","1,190,000","1,190,000","1,190,000",0,"1,190,000","1,190,000",0,"1,190,000","1,190,000","1,190,000",0,"1,190,000",0,"1,190,000","1,190,000","1,190,000","1,190,000","1,190,000",0,0,0,"1,190,000",0,0,"1,190,000",0,"1,190,000","1,190,000","1,190,000","1,190,000",0,"1,190,000",0,"1,190,000",0,0,"1,190,000",0,"1,190,000","1,190,000","1,190,000","1,190,000","1,190,000",0,0,0,0,0
